Size        Rss         Pss         Clean       Dirty       Clean       Dirty       Swap        SwapPss     Counts      Category                         Name
180         12          0           0           12          0           0           0           0           4           .so                              /system/lib64/platformsdk/libavsession_utils.z.so
408         36          1           0           36          0           0           0           0           4           .so                              /system/lib64/platformsdk/libbackup_kit_inner.z.so
556         20          0           0           20          0           0           0           0           4           .so                              /system/lib64/platformsdk/libbackup_utils.z.so
104         104         0           84          20          0           0           0           0           4           .so                              /system/lib64/platformsdk/libbase.z.so
60          8           0           0           8           0           0           0           0           4           .so                              /system/lib64/platformsdk/libbatterysrv_client.z.so
308         92          7           60          32          0           0           0           0           4           .so                              /system/lib64/platformsdk/libbgtaskmgr_innerkits.z.so
180         176         7           164         12          0           0           0           0           4           .so                              /system/lib64/platformsdk/libbundle_napi_common.z.so
36          8           0           0           8           0           0           0           0           4           .so                              /system/lib64/platformsdk/libbundlemgr_graphics.z.so
2708        196         7           0           196         0           0           0           0           4           .so                              /system/lib64/platformsdk/libcamera_framework.z.so
428         16          0           0           16          0           0           0           0           4           .so                              /system/lib64/platformsdk/libcertificate_framework_core.z.so
196         92          2           64          28          0           0           0           0           4           .so                              /system/lib64/platformsdk/libcesfwk_core.z.so
148         76          2           64          12          0           0           0           0           4           .so                              /system/lib64/platformsdk/libcesfwk_innerkits.z.so
136         132         8           120         8           0           4           0           0           4           .so                              /system/lib64/platformsdk/libchild_process_manager.z.so
32          20          0           12          8           0           0           0           0           4           .so                              /system/lib64/platformsdk/libcj_bind_native.z.so
72          68          13          56          0           0           12          0           0           4           .so                              /system/lib64/platformsdk/libcj_environment.z.so
84          84          5           72          8           0           4           0           0           4           .so                              /system/lib64/platformsdk/libconfiguration.z.so
56          52          5           44          4           0           4           0           0           4           .so                              /system/lib64/platformsdk/libconfiguration_helper.z.so
48          48          6           40          4           0           4           0           0           4           .so                              /system/lib64/platformsdk/libconnect_server_manager.z.so
96          56          3           36          20          0           0           0           0           4           .so                              /system/lib64/platformsdk/libconnection_obs_manager.z.so
88          84          8           72          8           0           4           0           0           4           .so                              /system/lib64/platformsdk/libconsole.z.so
136         92          3           60          32          0           0           0           0           4           .so                              /system/lib64/platformsdk/libcontinuation_ipc.z.so
124         16          0           0           16          0           0           0           0           4           .so                              /system/lib64/platformsdk/libcrypto_framework_lib.z.so
436         16          0           0           16          0           0           0           0           4           .so                              /system/lib64/platformsdk/libcrypto_openssl_plugin_lib.z.so
2656        132         4           0           132         0           0           0           0           4           .so                              /system/lib64/platformsdk/libcurl_shared_http3.z.so
80          12          0           0           12          0           0           0           0           4           .so                              /system/lib64/platformsdk/libdata_ability_helper.z.so
32          16          0           8           8           0           0           0           0           4           .so                              /system/lib64/platformsdk/libdatabase_utils.z.so
168         160         11          140         16          0           4           0           0           4           .so                              /system/lib64/platformsdk/libdataobs_manager.z.so
276         84          2           64          20          0           0           0           0           4           .so                              /system/lib64/platformsdk/libdatashare_common.z.so
528         124         4           64          60          0           0           0           0           4           .so                              /system/lib64/platformsdk/libdatashare_consumer.z.so
468         28          0           0           28          0           0           0           0           4           .so                              /system/lib64/platformsdk/libdatashare_provider.z.so
808         96          17          64          32          0           0           0           0           4           .so                              /system/lib64/platformsdk/libdevicemanagersdk.z.so
416         92          2           64          28          0           0           0           0           4           .so                              /system/lib64/platformsdk/libdevicestatus_client.z.so
48          24          0           16          8           0           0           0           0           4           .so                              /system/lib64/platformsdk/libdevicestatus_ipc.z.so
188         60          1           48          12          0           0           0           0           4           .so                              /system/lib64/platformsdk/libdevicestatus_util.z.so
76          76          4           68          4           0           4           0           0           4           .so                              /system/lib64/platformsdk/libdfx_signalhandler.z.so
36          24          0           12          12          0           0           0           0           4           .so                              /system/lib64/platformsdk/libdialog_request_callback.z.so
24          20          0           8           12          0           0           0           0           4           .so                              /system/lib64/platformsdk/libdialog_request_info.z.so
120         56          4           36          20          0           0           0           0           4           .so                              /system/lib64/platformsdk/libdisplaymgr.z.so
56          8           0           0           8           0           0           0           0           4           .so                              /system/lib64/platformsdk/libdistributed_sched_utils.z.so
92          52          3           32          20          0           0           0           0           4           .so                              /system/lib64/platformsdk/libdistributed_sdk.z.so
84          24          1           16          8           0           0           0           0           4           .so                              /system/lib64/platformsdk/libdistributeddata_client_sync.z.so
580         104         11          64          40          0           0           0           0           4           .so                              /system/lib64/platformsdk/libdistributeddata_inner.z.so
40          24          0           12          12          0           0           0           0           4           .so                              /system/lib64/platformsdk/libdistributeddata_mgr.z.so
3228        144         6           64          80          0           0           0           0           4           .so                              /system/lib64/platformsdk/libdistributeddb.z.so
324         76          3           64          12          0           0           0           0           4           .so                              /system/lib64/platformsdk/libdistributeddb_client.z.so
68          36          1           24          12          0           0           0           0           4           .so                              /system/lib64/platformsdk/libdlp_fuse.z.so
80          24          1           16          8           0           0           0           0           4           .so                              /system/lib64/platformsdk/libdlp_permission_common_interface.z.so
272         60          2           0           60          0           0           0           0           4           .so                              /system/lib64/platformsdk/libdm_lite.z.so
220         92          6           64          28          0           0           0           0           4           .so                              /system/lib64/platformsdk/libdomain_account_innerkits.z.so
124         12          0           0           12          0           0           0           0           4           .so                              /system/lib64/platformsdk/libdomain_account_napi.z.so
88          36          1           28          8           0           0           0           0           4           .so                              /system/lib64/platformsdk/libdrawable_descriptor.z.so
928         40          1           0           40          0           0           0           0           4           .so                              /system/lib64/platformsdk/libdrawing_napi_impl.z.so
228         32          1           0           32          0           0           0           0           4           .so                              /system/lib64/platformsdk/libdrm_framework.z.so
208         16          0           0           16          0           0           0           0           4           .so                              /system/lib64/platformsdk/libedm_commom.z.so
496         28          0           0           28          0           0           0           0           4           .so                              /system/lib64/platformsdk/libedmservice_kits.z.so
40          24          0           12          12          0           0           0           0           4           .so                              /system/lib64/platformsdk/libegl_image.z.so
72          32          1           24          8           0           0           0           0           4           .so                              /system/lib64/platformsdk/libembeddablewindowstage_kit.z.so
28          8           0           0           8           0           0           0           0           4           .so                              /system/lib64/platformsdk/libext2_uuid.z.so
56          32          1           20          12          0           0           0           0           4           .so                              /system/lib64/platformsdk/libextension_manager.z.so
176         172         5           160         12          0           0           0           0           4           .so                              /system/lib64/platformsdk/libextensionkit_native.z.so
300         84          3           64          20          0           0           0           0           4           .so                              /system/lib64/platformsdk/libextensionwindow_napi.z.so
1328        32          1           0           32          0           0           0           0           4           .so                              /system/lib64/platformsdk/libextplugin.z.so
112         8           0           0           8           0           0           0           0           4           .so                              /system/lib64/platformsdk/libextra_config_napi.z.so
20          20          4           8           8           0           4           0           0           4           .so                              /system/lib64/platformsdk/libextractresourcemanager.z.so
660         48          1           0           48          0           0           0           0           4           .so                              /system/lib64/platformsdk/libfile_access_extension_ability_kit.z.so
188         16          0           0           16          0           0           0           0           4           .so                              /system/lib64/platformsdk/libfilemgmt_libn.z.so
240         16          0           0           16          0           0           0           0           4           .so                              /system/lib64/platformsdk/libfmskit_native.z.so
76          16          0           0           16          0           0           0           0           4           .so                              /system/lib64/platformsdk/libfmskit_provider_client.z.so
88          48          1           32          16          0           0           0           0           4           .so                              /system/lib64/platformsdk/libforeground_app_obs_manager.z.so
848         132         4           64          68          0           0           0           0           4           .so                              /system/lib64/platformsdk/libform_manager.z.so
108         8           0           0           8           0           0           0           0           4           .so                              /system/lib64/platformsdk/libformutil_napi.z.so
36          36          4           28          4           0           4           0           0           4           .so                              /system/lib64/platformsdk/libfreeze_util.z.so
260         68          2           52          16          0           0           0           0           4           .so                              /system/lib64/platformsdk/libfuse.z.so
28          20          0           12          8           0           0           0           0           4           .so                              /system/lib64/platformsdk/libfwmark_client.z.so
672         568         24          544         20          0           4           0           0           4           .so                              /system/lib64/platformsdk/libglobal_resmgr.z.so
36          36          4           28          4           0           4           0           0           4           .so                              /system/lib64/platformsdk/libhdc_register.z.so
124         12          0           0           12          0           0           0           0           4           .so                              /system/lib64/platformsdk/libheifimpl.z.so
356         84          5           64          20          0           0           0           0           4           .so                              /system/lib64/platformsdk/libheifparser.z.so
500         84          4           64          20          0           0           0           0           4           .so                              /system/lib64/platformsdk/libhiappevent_base.z.so
40          24          1           16          8           0           0           0           0           4           .so                              /system/lib64/platformsdk/libhiappevent_innerapi.z.so
28          28          0           16          12          0           0           0           0           4           .so                              /system/lib64/platformsdk/libhichecker.so
20          12          0           4           8           0           0           0           0           4           .so                              /system/lib64/platformsdk/libhiperf_local.z.so
36          36          0           28          8           0           0           0           0           4           .so                              /system/lib64/platformsdk/libhitrace_option.so
3268        280         9           192         88          0           0           0           0           4           .so                              /system/lib64/platformsdk/libhmicui18n.z.so
2428        1012        56          924         88          0           0           0           0           4           .so                              /system/lib64/platformsdk/libhmicuuc.z.so
32          8           0           0           8           0           0           0           0           4           .so                              /system/lib64/platformsdk/libhuks_ndk.z.so
116         16          0           0           16          0           0           0           0           4           .so                              /system/lib64/platformsdk/libi18n_sa_client.z.so
764         24          0           0           24          0           0           0           0           4           .so                              /system/lib64/platformsdk/libimage_effect_impl.so
1008        164         6           124         40          0           0           0           0           4           .so                              /system/lib64/platformsdk/libimage_napi.z.so
2196        188         5           128         60          0           0           0           0           4           .so                              /system/lib64/platformsdk/libimage_native.z.so
288         76          4           60          16          0           0           0           0           4           .so                              /system/lib64/platformsdk/libimage_utils.z.so
60          8           0           0           8           0           0           0           0           4           .so                              /system/lib64/platformsdk/libimageformatagent.z.so
648         52          1           0           52          0           0           0           0           4           .so                              /system/lib64/platformsdk/libinputmethod_ability.z.so
456         104         3           64          40          0           0           0           0           4           .so                              /system/lib64/platformsdk/libinputmethod_client.z.so
268         264         10          248         16          0           0           0           0           4           .so                              /system/lib64/platformsdk/libintl_napi.z.so
16          16          0           8           8           0           0           0           0           4           .so                              /system/lib64/platformsdk/libintl_register.z.so
1524        244         5           216         28          0           0           0           0           4           .so                              /system/lib64/platformsdk/libintl_util.z.so
340         88          2           60          28          0           0           0           0           4           .so                              /system/lib64/platformsdk/libipc_napi.z.so
96          92          8           80          8           0           4           0           0           4           .so                              /system/lib64/platformsdk/libjs_environment.z.so
152         20          1           12          8           0           0           0           0           4           .so                              /system/lib64/platformsdk/liblz4_shared.z.so
532         28          0           0           28          0           0           0           0           4           .so                              /system/lib64/platformsdk/libmedia_avplayer.z.so
1068        72          2           0           72          0           0           0           0           4           .so                              /system/lib64/platformsdk/libmedia_client.z.so
764         100         8           64          36          0           0           0           0           4           .so                              /system/lib64/platformsdk/libmedia_foundation.z.so
2328        36          1           0           36          0           0           0           0           4           .so                              /system/lib64/platformsdk/libmedia_library.z.so
88          12          0           0           12          0           0           0           0           4           .so                              /system/lib64/platformsdk/libmedia_monitor_client.z.so
56          8           0           0           8           0           0           0           0           4           .so                              /system/lib64/platformsdk/libmedia_monitor_common.z.so
252         16          0           0           16          0           0           0           0           4           .so                              /system/lib64/platformsdk/libmedia_service_utils.z.so
204         12          0           0           12          0           0           0           0           4           .so                              /system/lib64/platformsdk/libmedia_soundpool.z.so
84          12          0           0           12          0           0           0           0           4           .so                              /system/lib64/platformsdk/libmiscdevice_utils.z.so
32          24          1           12          12          0           0           0           0           4           .so                              /system/lib64/platformsdk/libmission_info.z.so
1112        108         2           64          44          0           0           0           0           4           .so                              /system/lib64/platformsdk/libmmi-client.z.so
412         84          5           64          20          0           0           0           0           4           .so                              /system/lib64/platformsdk/libmmi-util.z.so
48          32          0           20          12          0           0           0           0           4           .so                              /system/lib64/platformsdk/libmodal_system_ui_extension_client.z.so
476         24          0           0           24          0           0           0           0           4           .so                              /system/lib64/platformsdk/libnapi_ability_common.z.so
16          8           0           0           8           0           0           0           0           4           .so                              /system/lib64/platformsdk/libnapi_base_context.z.so
248         240         8           228         12          0           0           0           0           4           .so                              /system/lib64/platformsdk/libnapi_common.z.so
92          8           0           0           8           0           0           0           0           4           .so                              /system/lib64/platformsdk/libnapi_edm_common.z.so
28          8           0           0           8           0           0           0           0           4           .so                              /system/lib64/platformsdk/libnapi_wantagent_common.z.so
40          20          0           12          8           0           0           0           0           4           .so                              /system/lib64/platformsdk/libnative_appdatafwk.z.so
92          56          2           36          20          0           0           0           0           4           .so                              /system/lib64/platformsdk/libnative_dataability.z.so
280         260         14          240         16          0           4           0           0           4           .so                              /system/lib64/platformsdk/libnative_preferences.z.so
1332        116         4           64          52          0           0           0           0           4           .so                              /system/lib64/platformsdk/libnative_rdb.z.so
292         36          1           0           36          0           0           0           0           4           .so                              /system/lib64/platformsdk/libnet_conn_manager_if.z.so
196         12          0           0           12          0           0           0           0           4           .so                              /system/lib64/platformsdk/libnet_manager_common.z.so
84          12          0           0           12          0           0           0           0           4           .so                              /system/lib64/platformsdk/libnet_security_config_if.z.so
28          8           0           0           8           0           0           0           0           4           .so                              /system/lib64/platformsdk/libnet_ssl.z.so
40          40          4           32          4           0           4           0           0           4           .so                              /system/lib64/platformsdk/libnetsys_client.z.so
76          20          0           0           20          0           0           0           0           4           .so                              /system/lib64/platformsdk/liboaid_client.z.so
40          24          2           16          8           0           0           0           0           4           .so                              /system/lib64/platformsdk/libopencl_wrapper.so
388         92          5           64          28          0           0           0           0           4           .so                              /system/lib64/platformsdk/libos_account_innerkits.z.so
564         56          1           0           56          0           0           0           0           4           .so                              /system/lib64/platformsdk/libpasteboard_client.z.so
540         28          0           0           28          0           0           0           0           4           .so                              /system/lib64/platformsdk/libpasteboard_data.z.so
52          28          0           20          8           0           0           0           0           4           .so                              /system/lib64/platformsdk/libperm_verification.z.so
600         84          5           64          20          0           0           0           0           4           .so                              /system/lib64/platformsdk/libphonenumber_standard.z.so
212         20          0           0           20          0           0           0           0           4           .so                              /system/lib64/platformsdk/libpinauth_framework.z.so
60          8           0           0           8           0           0           0           0           4           .so                              /system/lib64/platformsdk/libpip_web.z.so
32          16          0           8           8           0           0           0           0           4           .so                              /system/lib64/platformsdk/libpixelconvertadapter.z.so
216         72          5           60          12          0           0           0           0           4           .so                              /system/lib64/platformsdk/libpluginmanager.z.so
84          40          2           28          12          0           0           0           0           4           .so                              /system/lib64/platformsdk/libpost_proc_gl.z.so
292         124         5           64          60          0           0           0           0           4           .so                              /system/lib64/platformsdk/libpowermgr_client.z.so
44          40          0           32          8           0           0           0           0           4           .so                              /system/lib64/platformsdk/libpreferred_language.z.so
340         32          1           0           32          0           0           0           0           4           .so                              /system/lib64/platformsdk/libprint_client.z.so
268         16          0           0           16          0           0           0           0           4           .so                              /system/lib64/platformsdk/libprint_helper.z.so
416         20          0           0           20          0           0           0           0           4           .so                              /system/lib64/platformsdk/libprint_models.z.so
52          24          0           12          12          0           0           0           0           4           .so                              /system/lib64/platformsdk/libprivacy_communication_adapter_cxx.z.so
160         72          4           40          32          0           0           0           0           4           .so                              /system/lib64/platformsdk/libprivacy_sdk.z.so
28          16          0           8           8           0           0           0           0           4           .so                              /system/lib64/platformsdk/libprocess_options.z.so
68          12          0           0           12          0           0           0           0           4           .so                              /system/lib64/platformsdk/librdb_data_ability_adapter.z.so
68          8           0           0           8           0           0           0           0           4           .so                              /system/lib64/platformsdk/librdb_data_share_adapter.z.so
196         64          2           52          12          0           0           0           0           4           .so                              /system/lib64/platformsdk/libremote_file_share_native.z.so
72          8           0           0           8           0           0           0           0           4           .so                              /system/lib64/platformsdk/libremote_uri_native.z.so
188         12          0           0           12          0           0           0           0           4           .so                              /system/lib64/platformsdk/librequest_action.z.so
276         20          0           0           20          0           0           0           0           4           .so                              /system/lib64/platformsdk/librequest_native.z.so
284         284         13          260         20          0           4           0           0           4           .so                              /system/lib64/platformsdk/libresmgr_napi_core.z.so
24          16          0           8           8           0           0           0           0           4           .so                              /system/lib64/platformsdk/librestorecon.z.so
620         528         20          508         16          0           4           0           0           4           .so                              /system/lib64/platformsdk/libruntime.z.so
164         56          1           44          12          0           0           0           0           4           .so                              /system/lib64/platformsdk/libsamgr_common.z.so
156         12          0           0           12          0           0           0           0           4           .so                              /system/lib64/platformsdk/libsandbox_helper_native.z.so
2688        284         9           64          220         0           0           0           0           4           .so                              /system/lib64/platformsdk/libscene_session.z.so
2656        284         10          128         156         0           0           0           0           4           .so                              /system/lib64/platformsdk/libscene_session_manager.z.so
288         76          2           64          12          0           0           0           0           4           .so                              /system/lib64/platformsdk/libscreen_session.z.so
500         96          3           64          32          0           0           0           0           4           .so                              /system/lib64/platformsdk/libscreen_session_manager_client.z.so
100         44          1           24          20          0           0           0           0           4           .so                              /system/lib64/platformsdk/libscreenlock_client.z.so
124         120         19          104         0           0           16          0           0           4           .so                              /system/lib64/platformsdk/libsecurity_component_client_enhance.z.so
60          12          0           0           12          0           0           0           0           4           .so                              /system/lib64/platformsdk/libsensor_agent.z.so
196         16          0           0           16          0           0           0           0           4           .so                              /system/lib64/platformsdk/libsensor_client.z.so
52          12          0           0           12          0           0           0           0           4           .so                              /system/lib64/platformsdk/libsensor_ipc.z.so
96          12          0           0           12          0           0           0           0           4           .so                              /system/lib64/platformsdk/libsensor_utils.z.so
316         252         12          232         20          0           0           0           0           4           .so                              /system/lib64/platformsdk/libservice_extension.z.so
36          28          0           16          12          0           0           0           0           4           .so                              /system/lib64/platformsdk/libsession_handler.z.so
48          28          1           16          12          0           0           0           0           4           .so                              /system/lib64/platformsdk/libsession_info.z.so
344         96          3           60          36          0           0           0           0           4           .so                              /system/lib64/platformsdk/libsession_manager.z.so
240         88          4           64          24          0           0           0           0           4           .so                              /system/lib64/platformsdk/libsession_manager_lite.z.so
156         24          0           0           24          0           0           0           0           4           .so                              /system/lib64/platformsdk/libsg_collect_sdk.z.so
456         108         7           64          44          0           0           0           0           4           .so                              /system/lib64/platformsdk/libsms.z.so
196         76          7           64          12          0           0           0           0           4           .so                              /system/lib64/platformsdk/libsoftbus_adapter.z.so
936         96          9           64          32          0           0           0           0           4           .so                              /system/lib64/platformsdk/libsoftbus_client.z.so
144         64          3           28          36          0           0           0           0           4           .so                              /system/lib64/platformsdk/libsoftbus_dfx.z.so
444         80          7           64          16          0           0           0           0           4           .so                              /system/lib64/platformsdk/libsoftbus_utils.z.so
32          8           0           0           8           0           0           0           0           4           .so                              /system/lib64/platformsdk/libsonic.z.so
304         16          0           0           16          0           0           0           0           4           .so                              /system/lib64/platformsdk/libsoundpool_client.z.so
1328        96          2           64          32          0           0           0           0           4           .so                              /system/lib64/platformsdk/libsqlite.z.so
28          12          0           4           8           0           0           0           0           4           .so                              /system/lib64/platformsdk/libstart_window_option.z.so
56          24          0           12          12          0           0           0           0           4           .so                              /system/lib64/platformsdk/libstartup_util.z.so
248         88          4           64          24          0           0           0           0           4           .so                              /system/lib64/platformsdk/libstorage_manager_sa_proxy.z.so
160         72          2           56          16          0           0           0           0           4           .so                              /system/lib64/platformsdk/libsystem_ability_fwk.z.so
128         16          0           0           16          0           0           0           0           4           .so                              /system/lib64/platformsdk/libtel_cellular_data_api.z.so
236         16          0           0           16          0           0           0           0           4           .so                              /system/lib64/platformsdk/libtel_common.z.so
952         68          2           0           68          0           0           0           0           4           .so                              /system/lib64/platformsdk/libtel_core_service_api.z.so
532         28          0           0           28          0           0           0           0           4           .so                              /system/lib64/platformsdk/libtext_napi_impl.z.so
60          8           0           0           8           0           0           0           0           4           .so                              /system/lib64/platformsdk/libtextureEncoderCL.z.so
128         16          0           0           16          0           0           0           0           4           .so                              /system/lib64/platformsdk/libtime_client.z.so
56          48          1           36          12          0           0           0           0           4           .so                              /system/lib64/platformsdk/libtimer.z.so
28          16          0           8           8           0           0           0           0           4           .so                              /system/lib64/platformsdk/libtoken_callback_sdk.z.so
24          12          0           4           8           0           0           0           0           4           .so                              /system/lib64/platformsdk/libtokenid_sdk.z.so
24          24          0           16          8           0           0           0           0           4           .so                              /system/lib64/platformsdk/libtokensetproc_shared.z.so
904         104         3           60          44          0           0           0           0           4           .so                              /system/lib64/platformsdk/libudmf_client.z.so
72          16          0           0           16          0           0           0           0           4           .so                              /system/lib64/platformsdk/libui_service_mgr.z.so
180         24          0           0           24          0           0           0           0           4           .so                              /system/lib64/platformsdk/libui_session.z.so
672         220         8           192         28          0           0           0           0           4           .so                              /system/lib64/platformsdk/libuiabilitykit_native.z.so
172         76          2           56          20          0           0           0           0           4           .so                              /system/lib64/platformsdk/liburi_permission_mgr.z.so
216         24          0           0           24          0           0           0           0           4           .so                              /system/lib64/platformsdk/libusbsrv_client.z.so
40          20          0           12          8           0           0           0           0           4           .so                              /system/lib64/platformsdk/libuser_controller.z.so
444         56          1           0           56          0           0           0           0           4           .so                              /system/lib64/platformsdk/libuserauth_client.z.so
288         80          6           64          16          0           0           0           0           4           .so                              /system/lib64/platformsdk/libutd_client.z.so
216         216         11          204         8           0           4           0           0           4           .so                              /system/lib64/platformsdk/libuv.so
56          12          0           0           12          0           0           0           0           4           .so                              /system/lib64/platformsdk/libvibrator_agent.z.so
152         12          0           0           12          0           0           0           0           4           .so                              /system/lib64/platformsdk/libvibrator_native.z.so
96          32          0           20          12          0           0           0           0           4           .so                              /system/lib64/platformsdk/libview_data.z.so
56          12          0           0           12          0           0           0           0           4           .so                              /system/lib64/platformsdk/libwallpaper_utils.z.so
144         24          0           0           24          0           0           0           0           4           .so                              /system/lib64/platformsdk/libwallpapermanager.z.so
728         580         11          556         24          0           0           0           0           4           .so                              /system/lib64/platformsdk/libwant.z.so
212         84          5           64          20          0           0           0           0           4           .so                              /system/lib64/platformsdk/libwantagent_innerkits.z.so
76          44          1           28          16          0           0           0           0           4           .so                              /system/lib64/platformsdk/libwantagent_manager.z.so
96          24          0           0           24          0           0           0           0           4           .so                              /system/lib64/platformsdk/libweb_native_messaging_kit.z.so
44          24          0           12          12          0           0           0           0           4           .so                              /system/lib64/platformsdk/libwindow_animation_utils.z.so
104         20          0           0           20          0           0           0           0           4           .so                              /system/lib64/platformsdk/libwindow_extension_client.z.so
1128        112         3           64          48          0           0           0           0           4           .so                              /system/lib64/platformsdk/libwindow_native_kit.z.so
256         84          2           64          20          0           0           0           0           4           .so                              /system/lib64/platformsdk/libwindow_scene_common.z.so
124         48          1           36          12          0           0           0           0           4           .so                              /system/lib64/platformsdk/libwindowstage_kit.z.so
404         84          7           64          20          0           0           0           0           4           .so                              /system/lib64/platformsdk/libwmutil.z.so
144         116         3           100         16          0           0           0           0           4           .so                              /system/lib64/platformsdk/libwmutil_base.z.so
